Row ID,總分類,大分類,中分類,小分類,細分類,提示詞內容
提示詞-0111,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),01. 彩虹 (Rainbow),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 彩虹 (Rainbow) -  - 
提示詞-0112,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),02. 雙彩虹 (Double rainbow),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 雙彩虹 (Double rainbow) -  - 
提示詞-0113,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),03. 極光 (Aurora),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 極光 (Aurora) -  - 
提示詞-0114,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),04. 月光 (Moonlight),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 月光 (Moonlight) -  - 
提示詞-0115,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),05. 繁星點點 (Starry),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 繁星點點 (Starry) -  - 
提示詞-0116,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),06. 銀河 (Milky Way),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 銀河 (Milky Way) -  - 
提示詞-0117,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),07. 流星 (Meteor),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 流星 (Meteor) -  - 
提示詞-0118,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),08. 血月 (Blood moon),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 血月 (Blood moon) -  - 
提示詞-0119,02. 攝影 (Camera),06. 天氣 (Weather),06. 天文與光學現象 (Astronomical & Optical),09. 日食 (Solar eclipse),-,攝影 (Camera) - 天氣 (Weather) - 天文與光學現象 (Astronomical & Optical) - 日食 (Solar eclipse) -  - 
提示詞-0120,02. 攝影 (Camera),06. 天氣 (Weather),07. 天氣_自定,-,-,攝影 (Camera) - 天氣 (Weather) - 天氣_自定 -  -  -  - 
提示詞-0121,02. 攝影 (Camera),07. 攝影_自定,-,-,-,攝影 (Camera) - 攝影_自定 -  -  -  -  -  - 
提示詞-0122,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),01. 春天光景 (Spring lighting),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 春天光景 (Spring lighting) -  -  -  - 
提示詞-0123,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),02. 夏天光景 (Summer lighting),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 夏天光景 (Summer lighting) -  -  -  - 
提示詞-0124,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),03. 秋天光景 (Autumn lighting),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 秋天光景 (Autumn lighting) -  -  -  - 
提示詞-0125,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),04. 冬天光景 (Winter lighting),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 冬天光景 (Winter lighting) -  -  -  - 
提示詞-0126,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),05. 耶穌光 (God rays),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 耶穌光 (God rays) -  -  -  - 
提示詞-0127,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),06. 艷陽下的陰影 (Harsh sunlight shadows),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 艷陽下的陰影 (Harsh sunlight shadows) -  -  -  - 
提示詞-0128,03. 光影 (Lighting and Shadows),01. 季節與自然環境光 (Seasonal & Natural Light),07. 窗外入射強光 (Strong window light),-,-,光影 (Lighting and Shadows) - 季節與自然環境光 (Seasonal & Natural Light) - 窗外入射強光 (Strong window light) -  -  -  - 
提示詞-0129,03. 光影 (Lighting and Shadows),02. 室內與人造光源 (Indoor & Artificial Light),01. 攝影棚燈光 (Studio lighting),-,-,光影 (Lighting and Shadows) - 室內與人造光源 (Indoor & Artificial Light) - 攝影棚燈光 (Studio lighting) -  -  -  - 
提示詞-0130,03. 光影 (Lighting and Shadows),02. 室內與人造光源 (Indoor & Artificial Light),02. 電影燈光 (Cinematic lighting),-,-,光影 (Lighting and Shadows) - 室內與人造光源 (Indoor & Artificial Light) - 電影燈光 (Cinematic lighting) -  -  -  - 
提示詞-0131,03. 光影 (Lighting and Shadows),02. 室內與人造光源 (Indoor & Artificial Light),03. 夜晚臥室光 (Night bedroom light),-,-,光影 (Lighting and Shadows) - 室內與人造光源 (Indoor & Artificial Light) - 夜晚臥室光 (Night bedroom light) -  -  -  - 
提示詞-0132,03. 光影 (Lighting and Shadows),02. 室內與人造光源 (Indoor & Artificial Light),04. 人物背景探照燈光 (Background searchlight),-,-,光影 (Lighting and Shadows) - 室內與人造光源 (Indoor & Artificial Light) - 人物背景探照燈光 (Background searchlight) -  -  -  - 
提示詞-0133,03. 光影 (Lighting and Shadows),03. 光線質感與系統光 (Lighting Quality & System Light),01. 柔光 (Soft light),-,-,光影 (Lighting and Shadows) - 光線質感與系統光 (Lighting Quality & System Light) - 柔光 (Soft light) -  -  -  - 
提示詞-0134,03. 光影 (Lighting and Shadows),03. 光線質感與系統光 (Lighting Quality & System Light),02. 微光 (Low light),-,-,光影 (Lighting and Shadows) - 光線質感與系統光 (Lighting Quality & System Light) - 微光 (Low light) -  -  -  - 
提示詞-0135,03. 光影 (Lighting and Shadows),03. 光線質感與系統光 (Lighting Quality & System Light),03. 全局光源 (Global illumination),-,-,光影 (Lighting and Shadows) - 光線質感與系統光 (Lighting Quality & System Light) - 全局光源 (Global illumination) -  -  -  - 
提示詞-0136,03. 光影 (Lighting and Shadows),03. 光線質感與系統光 (Lighting Quality & System Light),04. 反射光源 (Bounce light),-,-,光影 (Lighting and Shadows) - 光線質感與系統光 (Lighting Quality & System Light) - 反射光源 (Bounce light) -  -  -  - 
提示詞-0137,03. 光影 (Lighting and Shadows),04. 物理光學與材質透視 (Physical Optics & Material Light),01. 物體高光反射 (Specular highlight),-,-,光影 (Lighting and Shadows) - 物理光學與材質透視 (Physical Optics & Material Light) - 物體高光反射 (Specular highlight) -  -  -  - 
提示詞-0138,03. 光影 (Lighting and Shadows),04. 物理光學與材質透視 (Physical Optics & Material Light),02. 底層透光 (Subsurface scattering),-,-,光影 (Lighting and Shadows) - 物理光學與材質透視 (Physical Optics & Material Light) - 底層透光 (Subsurface scattering) -  -  -  - 
提示詞-0139,03. 光影 (Lighting and Shadows),04. 物理光學與材質透視 (Physical Optics & Material Light),03. 玻璃透光 (Light through glass),-,-,光影 (Lighting and Shadows) - 物理光學與材質透視 (Physical Optics & Material Light) - 玻璃透光 (Light through glass) -  -  -  - 
提示詞-0140,03. 光影 (Lighting and Shadows),04. 物理光學與材質透視 (Physical Optics & Material Light),04. 光暈 (Halation),-,-,光影 (Lighting and Shadows) - 物理光學與材質透視 (Physical Optics & Material Light) - 光暈 (Halation) -  -  -  - 
提示詞-0141,03. 光影 (Lighting and Shadows),05. 水體與折射光效 (Water & Refractive Caustics),01. 嶙峋水光 (Rippling water light),-,-,光影 (Lighting and Shadows) - 水體與折射光效 (Water & Refractive Caustics) - 嶙峋水光 (Rippling water light) -  -  -  - 
提示詞-0142,03. 光影 (Lighting and Shadows),05. 水體與折射光效 (Water & Refractive Caustics),02. 沙灘底水波光 (Underwater sand caustics),-,-,光影 (Lighting and Shadows) - 水體與折射光效 (Water & Refractive Caustics) - 沙灘底水波光 (Underwater sand caustics) -  -  -  - 
提示詞-0143,03. 光影 (Lighting and Shadows),06. 特殊發光與螢光 (Special Emission & Fluorescence),01. 生物螢光 (Bioluminescence),-,-,光影 (Lighting and Shadows) - 特殊發光與螢光 (Special Emission & Fluorescence) - 生物螢光 (Bioluminescence) -  -  -  - 
提示詞-0144,03. 光影 (Lighting and Shadows),06. 特殊發光與螢光 (Special Emission & Fluorescence),02. 化學螢光 (Chemiluminescence),-,-,光影 (Lighting and Shadows) - 特殊發光與螢光 (Special Emission & Fluorescence) - 化學螢光 (Chemiluminescence) -  -  -  - 
提示詞-0145,03. 光影 (Lighting and Shadows),07. 風格渲染與極端特效 (Stylized & Extreme Effects),01. 極端流光設計 (Extreme light flow design),-,-,光影 (Lighting and Shadows) - 風格渲染與極端特效 (Stylized & Extreme Effects) - 極端流光設計 (Extreme light flow design) -  -  -  - 
提示詞-0146,03. 光影 (Lighting and Shadows),07. 風格渲染與極端特效 (Stylized & Extreme Effects),02. 爆發強光 (Light burst),-,-,光影 (Lighting and Shadows) - 風格渲染與極端特效 (Stylized & Extreme Effects) - 爆發強光 (Light burst) -  -  -  - 
提示詞-0147,03. 光影 (Lighting and Shadows),07. 風格渲染與極端特效 (Stylized & Extreme Effects),03. 彩虹光 (Rainbow light),-,-,光影 (Lighting and Shadows) - 風格渲染與極端特效 (Stylized & Extreme Effects) - 彩虹光 (Rainbow light) -  -  -  - 
提示詞-0148,03. 光影 (Lighting and Shadows),07. 風格渲染與極端特效 (Stylized & Extreme Effects),04. 花朵色系 (Floral tone lighting),-,-,光影 (Lighting and Shadows) - 風格渲染與極端特效 (Stylized & Extreme Effects) - 花朵色系 (Floral tone lighting) -  -  -  - 
提示詞-0149,03. 光影 (Lighting and Shadows),07. 風格渲染與極端特效 (Stylized & Extreme Effects),05. 萊卡外景 (Leica outdoor aesthetic),-,-,光影 (Lighting and Shadows) - 風格渲染與極端特效 (Stylized & Extreme Effects) - 萊卡外景 (Leica outdoor aesthetic) -  -  -  - 
提示詞-0150,03. 光影 (Lighting and Shadows),08. 光影_自定,-,-,-,光影 (Lighting and Shadows) - 光影_自定 -  -  -  -  -  - 
提示詞-0151,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),01. 手塚治虫 (Osamu Tezuka),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 手塚治虫 (Osamu Tezuka) -  -  -  - 
提示詞-0152,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),02. 藤子·F·不二雄 (Fujiko F. Fujio),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 藤子·F·不二雄 (Fujiko F. Fujio) -  -  -  - 
提示詞-0153,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),03. 鳥山明 (Akira Toriyama),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 鳥山明 (Akira Toriyama) -  -  -  - 
提示詞-0154,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),04. 松本零士 (Leiji Matsumoto),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 松本零士 (Leiji Matsumoto) -  -  -  - 
提示詞-0155,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),05. 橫山光輝 (Mitsuteru Yokoyama),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 橫山光輝 (Mitsuteru Yokoyama) -  -  -  - 
提示詞-0156,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),06. 永井豪 (Go Nagai),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 永井豪 (Go Nagai) -  -  -  - 
提示詞-0157,04. 動漫畫風格 (Anime Manga Style),01. 傳奇與元老級大師 (Legendary & Pioneer Masters),07. 石川賢 (Ken Ishikawa),-,-,動漫畫風格 (Anime Manga Style) - 傳奇與元老級大師 (Legendary & Pioneer Masters) - 石川賢 (Ken Ishikawa) -  -  -  - 
提示詞-0158,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),01. 尾田榮一郎 (Eiichiro Oda),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 尾田榮一郎 (Eiichiro Oda) -  -  -  - 
提示詞-0159,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),02. 岸本齊史 (Masashi Kishimoto),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 岸本齊史 (Masashi Kishimoto) -  -  -  - 
提示詞-0160,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),03. 久保帶人 (Tite Kubo),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 久保帶人 (Tite Kubo) -  -  -  - 
提示詞-0161,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),04. 富堅義博 (Yoshihiro Togashi),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 富堅義博 (Yoshihiro Togashi) -  -  -  - 
提示詞-0162,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),05. 荒木飛呂彥 (Hirohiko Araki),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 荒木飛呂彥 (Hirohiko Araki) -  -  -  - 
提示詞-0163,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),06. 荒川弘 (Hiromu Arakawa),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 荒川弘 (Hiromu Arakawa) -  -  -  - 
提示詞-0164,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),07. 小畑健 (Takeshi Obata),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 小畑健 (Takeshi Obata) -  -  -  - 
提示詞-0165,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),08. 村田雄介 (Yusuke Murata),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 村田雄介 (Yusuke Murata) -  -  -  - 
提示詞-0166,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),09. 堀越耕平 (Kohei Horikoshi),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 堀越耕平 (Kohei Horikoshi) -  -  -  - 
提示詞-0167,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),10. 吾峠呼世晴 (Koyoharu Gotouge),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 吾峠呼世晴 (Koyoharu Gotouge) -  -  -  - 
提示詞-0168,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),11. 芥見下下 (Gege Akutami),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 芥見下下 (Gege Akutami) -  -  -  - 
提示詞-0169,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),12. 諫山創 (Hajime Isayama),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 諫山創 (Hajime Isayama) -  -  -  - 
提示詞-0170,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),13. 遠藤達哉 (Tatsuya Endo),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 遠藤達哉 (Tatsuya Endo) -  -  -  - 
提示詞-0171,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),14. 龍幸伸 (Yukinobu Tatsu),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 龍幸伸 (Yukinobu Tatsu) -  -  -  - 
提示詞-0172,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),15. 空知英秋 (Hideaki Sorachi),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 空知英秋 (Hideaki Sorachi) -  -  -  - 
提示詞-0173,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),16. 和月伸宏 (Nobuhiro Watsuki),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 和月伸宏 (Nobuhiro Watsuki) -  -  -  - 
提示詞-0174,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),17. 車田正美 (Masami Kurumada),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 車田正美 (Masami Kurumada) -  -  -  - 
提示詞-0175,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),18. 原哲夫 (Tetsuo Hara),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 原哲夫 (Tetsuo Hara) -  -  -  - 
提示詞-0176,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),19. 武井宏之 (Hiroyuki Takei),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 武井宏之 (Hiroyuki Takei) -  -  -  - 
提示詞-0177,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),20. 高橋和希 (Kazuki Takahashi),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 高橋和希 (Kazuki Takahashi) -  -  -  - 
提示詞-0178,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),21. 藤田和日郎 (Kazuhiro Fujita),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 藤田和日郎 (Kazuhiro Fujita) -  -  -  - 
提示詞-0179,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),22. 藤崎龍 (Ryu Fujisaki),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 藤崎龍 (Ryu Fujisaki) -  -  -  - 
提示詞-0180,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),23. 原泰久 (Yasuhisa Hara),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 原泰久 (Yasuhisa Hara) -  -  -  - 
提示詞-0181,04. 動漫畫風格 (Anime Manga Style),02. 王道與熱血少年漫畫家 (Shonen Action & Adventure),24. 鷹岬諒 (Ryo Takamisaki),-,-,動漫畫風格 (Anime Manga Style) - 王道與熱血少年漫畫家 (Shonen Action & Adventure) - 鷹岬諒 (Ryo Takamisaki) -  -  -  - 
